,date,state,PM2.5,CO,NO2,PM10,SO2
2431,2020-03-31,Arizona,9.4,0.5,41,9,63.6
2457,2020-04-01,Arizona,6.4,0.5,NA,NA,NA
2484,2020-04-02,Arizona,5.7,NA,NA,NA,NA
2509,2020-04-03,Arizona,9.4,NA,NA,NA,NA
2536,2020-04-04,Arizona,8.2,NA,NA,NA,NA
2561,2020-04-05,Arizona,8.4,NA,NA,NA,NA
2587,2020-04-06,Arizona,9.6,NA,NA,NA,NA
2613,2020-04-07,Arizona,6.2,NA,NA,NA,NA
2640,2020-04-08,Arizona,8.3,NA,NA,NA,NA
2667,2020-04-09,Arizona,12.1,NA,NA,NA,NA
2693,2020-04-10,Arizona,7.7,NA,NA,NA,NA
2720,2020-04-11,Arizona,2.5,NA,NA,NA,NA
2747,2020-04-12,Arizona,2.2,NA,NA,NA,NA
2774,2020-04-13,Arizona,5.1,NA,NA,NA,NA
2801,2020-04-14,Arizona,4.4,NA,NA,NA,NA
2828,2020-04-15,Arizona,7.9,NA,NA,NA,NA
2855,2020-04-16,Arizona,11.5,NA,NA,NA,NA
2881,2020-04-17,Arizona,9.2,NA,NA,NA,NA
2907,2020-04-18,Arizona,6.5,NA,NA,NA,NA
2934,2020-04-19,Arizona,10.3,NA,NA,NA,NA
2960,2020-04-20,Arizona,10.8,NA,NA,NA,NA
2987,2020-04-21,Arizona,14.9,NA,NA,NA,NA
3013,2020-04-22,Arizona,6.3,NA,NA,NA,NA
3039,2020-04-23,Arizona,11.6,NA,NA,NA,NA
3066,2020-04-24,Arizona,30,NA,NA,NA,NA
3092,2020-04-25,Arizona,11.3,NA,NA,NA,NA
3118,2020-04-26,Arizona,28.6,NA,NA,NA,NA
3145,2020-04-27,Arizona,14.5,NA,NA,NA,NA
3172,2020-04-28,Arizona,20.4,NA,NA,NA,NA
3199,2020-04-29,Arizona,22.9,NA,NA,NA,NA
3226,2020-04-30,Arizona,14.7,NA,NA,NA,NA
3253,2020-05-01,Arizona,9.5,NA,NA,NA,NA
3280,2020-05-02,Arizona,12.7,NA,NA,NA,NA
3306,2020-05-03,Arizona,13.5,NA,NA,NA,NA
3331,2020-05-04,Arizona,16.2,NA,NA,NA,NA
3355,2020-05-05,Arizona,17.5,NA,NA,NA,NA
3382,2020-05-06,Arizona,37.4,NA,NA,NA,NA
3409,2020-05-07,Arizona,22.5,NA,NA,NA,NA
3436,2020-05-08,Arizona,20.2,NA,NA,NA,NA
3463,2020-05-09,Arizona,13.6,NA,NA,NA,NA
3489,2020-05-10,Arizona,13.4,NA,NA,NA,NA
3516,2020-05-11,Arizona,9.4,NA,NA,NA,NA
3543,2020-05-12,Arizona,4.8,NA,NA,NA,NA
3570,2020-05-13,Arizona,9.7,NA,NA,NA,NA
3596,2020-05-14,Arizona,14.2,NA,NA,NA,NA
3621,2020-05-15,Arizona,13.7,NA,NA,NA,NA
3647,2020-05-16,Arizona,14.2,NA,NA,NA,NA
3672,2020-05-17,Arizona,16.3,NA,NA,NA,NA
3697,2020-05-18,Arizona,14,NA,NA,NA,NA
3721,2020-05-19,Arizona,7.1,NA,NA,NA,NA
3747,2020-05-20,Arizona,10,NA,NA,NA,NA
3774,2020-05-21,Arizona,18.9,NA,NA,NA,NA
3801,2020-05-22,Arizona,11.8,NA,NA,NA,NA
3827,2020-05-23,Arizona,7.9,NA,NA,NA,NA
3854,2020-05-24,Arizona,9.6,NA,NA,NA,NA
3906,2020-05-26,Arizona,21.4,NA,NA,NA,NA
3930,2020-05-27,Arizona,11.9,NA,NA,NA,NA
3956,2020-05-28,Arizona,10.2,NA,NA,NA,NA
3980,2020-05-29,Arizona,20.2,NA,NA,NA,NA
4005,2020-05-30,Arizona,27.9,NA,NA,NA,NA
4030,2020-05-31,Arizona,13.1,NA,NA,NA,NA
4056,2020-06-01,Arizona,17.6,NA,NA,NA,NA
4082,2020-06-02,Arizona,12,NA,NA,NA,NA
4109,2020-06-03,Arizona,19.6,NA,NA,NA,NA
4136,2020-06-04,Arizona,12.7,NA,NA,NA,NA
4162,2020-06-05,Arizona,15.3,NA,NA,NA,NA
4189,2020-06-06,Arizona,10.8,NA,NA,NA,NA
4215,2020-06-07,Arizona,12.8,NA,NA,NA,NA
4242,2020-06-08,Arizona,9.6,NA,NA,NA,NA
4267,2020-06-09,Arizona,9.5,NA,NA,NA,NA
4293,2020-06-10,Arizona,28.8,NA,NA,NA,NA
4320,2020-06-11,Arizona,13.6,NA,NA,NA,NA
4347,2020-06-12,Arizona,25.4,NA,NA,NA,NA
4374,2020-06-13,Arizona,20.9,NA,NA,NA,NA
4401,2020-06-14,Arizona,24.3,NA,NA,NA,NA
4428,2020-06-15,Arizona,26.3,NA,NA,NA,NA
4454,2020-06-16,Arizona,12.8,NA,NA,NA,NA
4480,2020-06-17,Arizona,11.6,NA,NA,NA,NA
4506,2020-06-18,Arizona,15.6,NA,NA,NA,NA
4533,2020-06-19,Arizona,13.4,NA,NA,NA,NA
4560,2020-06-20,Arizona,19.4,NA,NA,NA,NA
4587,2020-06-21,Arizona,15,NA,NA,NA,NA
4614,2020-06-22,Arizona,14.9,NA,NA,NA,NA
4641,2020-06-23,Arizona,9.6,NA,NA,NA,NA
4668,2020-06-24,Arizona,21.3,NA,NA,NA,NA
4695,2020-06-25,Arizona,21.7,NA,NA,NA,NA
4721,2020-06-26,Arizona,41,NA,NA,NA,NA
4748,2020-06-27,Arizona,28.3,NA,NA,NA,NA
4775,2020-06-28,Arizona,18.7,NA,NA,NA,NA
4802,2020-06-29,Arizona,10.5,NA,NA,NA,NA
4829,2020-06-30,Arizona,13.2,NA,NA,NA,NA
4856,2020-07-01,Arizona,17.7,NA,NA,NA,NA
4883,2020-07-02,Arizona,48,NA,NA,NA,NA
4910,2020-07-03,Arizona,14.6,NA,NA,NA,NA
4937,2020-07-04,Arizona,11,NA,NA,NA,NA
4964,2020-07-05,Arizona,13.5,NA,NA,NA,NA
4,2020-01-01,Arkansas,13.7,0.8,23.1,16,1.4
31,2020-01-02,Arkansas,17.6,0.5,27.8,NA,0.9
58,2020-01-03,Arkansas,5.5,0.5,12.8,NA,0.6
85,2020-01-04,Arkansas,3.1,0.6,25.4,5,0.8
112,2020-01-05,Arkansas,8.4,0.7,27.8,NA,1.8
139,2020-01-06,Arkansas,4.8,0.6,17.1,NA,1.7
166,2020-01-07,Arkansas,5.5,0.4,35.6,9,1
193,2020-01-08,Arkansas,9.2,0.5,28.4,NA,2.2
220,2020-01-09,Arkansas,4.8,0.3,11.2,NA,2
247,2020-01-10,Arkansas,6.9,0.3,15.1,14,0.7
274,2020-01-11,Arkansas,1.3,0.2,8.4,NA,0.6
301,2020-01-12,Arkansas,3.7,0.2,15.2,NA,0.6
328,2020-01-13,Arkansas,5.9,0.5,19.8,10,1.4
355,2020-01-14,Arkansas,7.9,0.4,16.7,NA,1.6
382,2020-01-15,Arkansas,7.1,0.5,15.7,NA,4.6
409,2020-01-16,Arkansas,6.1,0.4,7.8,10,1.2
436,2020-01-17,Arkansas,4.8,0.3,21.1,NA,1.2
463,2020-01-18,Arkansas,2.8,0.3,6.7,NA,0.8
490,2020-01-19,Arkansas,2.1,0.3,3.2,3,0.7
517,2020-01-20,Arkansas,4.8,0.3,8.9,NA,1
544,2020-01-21,Arkansas,8.5,0.3,11.6,NA,1.2
571,2020-01-22,Arkansas,11.6,0.3,26.1,16,0.9
598,2020-01-23,Arkansas,6.8,0.3,20.7,NA,1.1
625,2020-01-24,Arkansas,4.6,0.3,10.3,NA,0.6
652,2020-01-25,Arkansas,5.8,0.3,20.5,7,1
679,2020-01-26,Arkansas,8.5,0.3,13,NA,0.9
706,2020-01-27,Arkansas,7.1,0.4,30.1,NA,0.9
733,2020-01-28,Arkansas,12.2,0.6,22.2,17,3.8
760,2020-01-29,Arkansas,6.1,0.3,8.5,NA,0.8
787,2020-01-30,Arkansas,12.2,0.3,9.4,NA,1.1
814,2020-01-31,Arkansas,9.2,0.3,16.5,11,0.9
841,2020-02-01,Arkansas,4.6,0.4,23.5,NA,0.8
868,2020-02-02,Arkansas,5.5,0.5,9.3,NA,1.8
895,2020-02-03,Arkansas,5.9,0.4,11.6,10,1.9
922,2020-02-04,Arkansas,4.2,0.3,10.9,NA,1.1
949,2020-02-05,Arkansas,1,0.2,5.6,NA,0.6
976,2020-02-06,Arkansas,4.9,0.2,6.6,6,0.5
1003,2020-02-07,Arkansas,5.8,0.4,29.5,NA,1.3
1030,2020-02-08,Arkansas,5.7,0.6,29.3,NA,1.5
1057,2020-02-09,Arkansas,5.1,0.3,15.7,10,1.5
1084,2020-02-10,Arkansas,3.2,0.3,10,NA,0.8
1111,2020-02-11,Arkansas,4.2,0.3,7.6,NA,0.9
1138,2020-02-12,Arkansas,3.9,0.3,15,4,1
1165,2020-02-13,Arkansas,2.2,0.3,6.7,NA,0.5
1192,2020-02-14,Arkansas,3.7,0.3,8.9,NA,1.6
1219,2020-02-15,Arkansas,4.8,0.3,22.8,9,2.1
1246,2020-02-16,Arkansas,7.5,0.4,31,NA,2.7
1273,2020-02-17,Arkansas,5.8,0.4,18.6,NA,1
1300,2020-02-18,Arkansas,5.3,0.4,8.1,7,1.2
1327,2020-02-19,Arkansas,4.4,0.2,5.2,NA,1.7
1354,2020-02-20,Arkansas,5.9,0.2,6.2,NA,1.3
1381,2020-02-21,Arkansas,4.8,0.3,32.1,9,1.6
1408,2020-02-22,Arkansas,6.9,0.6,32.4,NA,2.2
1435,2020-02-23,Arkansas,8,0.2,12.8,NA,2
1462,2020-02-24,Arkansas,4,0.2,13,7,0.7
1489,2020-02-25,Arkansas,2.2,0.2,11.4,NA,0.5
1516,2020-02-26,Arkansas,2.8,0.2,5.7,NA,0.5
1543,2020-02-27,Arkansas,4.6,0.3,23.4,7,0.8
1570,2020-02-28,Arkansas,4.9,0.3,22.5,NA,0.7
1597,2020-02-29,Arkansas,7.1,0.4,47.1,NA,1.7
1624,2020-03-01,Arkansas,8.5,0.4,20.8,16,2.8
1651,2020-03-02,Arkansas,9.7,0.3,10.6,NA,1.1
1678,2020-03-03,Arkansas,9.7,0.3,38.3,NA,0.8
1705,2020-03-04,Arkansas,11.9,0.4,31.5,22,1.5
1732,2020-03-05,Arkansas,6,0.3,30.9,NA,1.4
1759,2020-03-06,Arkansas,4.8,0.3,17.4,NA,2.1
1786,2020-03-07,Arkansas,12.9,0.5,33.5,22,1.7
1813,2020-03-08,Arkansas,11.4,0.4,32.5,NA,2.4
1839,2020-03-09,Arkansas,7.8,0.3,6.2,NA,1
1865,2020-03-10,Arkansas,4.4,0.3,14.1,6,1.2
1892,2020-03-11,Arkansas,7.8,0.3,22.2,NA,1.8
1919,2020-03-12,Arkansas,12.2,0.3,21.8,NA,3.5
1946,2020-03-13,Arkansas,6.3,0.3,11.4,10,1.3
1973,2020-03-14,Arkansas,3,0.3,13.1,NA,1.5
2000,2020-03-15,Arkansas,3.4,0.3,3.8,NA,1.5
2027,2020-03-16,Arkansas,8,0.3,24.1,10,0.8
2054,2020-03-17,Arkansas,4.9,0.3,9.5,NA,1.2
2081,2020-03-18,Arkansas,4.2,0.3,16.2,NA,3.2
2108,2020-03-19,Arkansas,10.2,0.3,11.1,17,4.6
2135,2020-03-20,Arkansas,4.5,0.3,8.4,NA,0.6
2162,2020-03-21,Arkansas,4,0.3,3.3,NA,1
2189,2020-03-22,Arkansas,3.8,0.3,20.1,5,1.1
2216,2020-03-23,Arkansas,3.2,0.3,15.5,NA,1.3
2243,2020-03-24,Arkansas,7.4,0.3,14.6,NA,1.1
2270,2020-03-25,Arkansas,3.7,0.3,19.4,7,2.8
2297,2020-03-26,Arkansas,11.9,0.4,25.3,NA,5.9
2324,2020-03-27,Arkansas,15.8,0.4,7.1,NA,1.8
2351,2020-03-28,Arkansas,11.5,0.4,4.4,21,0.8
2378,2020-03-29,Arkansas,4.5,0.3,15.9,NA,0.7
2405,2020-03-30,Arkansas,8.5,0.4,24,NA,1.1
2432,2020-03-31,Arkansas,6.8,0.3,33.9,9,0.8
2458,2020-04-01,Arkansas,8.5,0.4,NA,NA,NA
2510,2020-04-03,Arkansas,10.4,NA,NA,NA,NA
2562,2020-04-05,Arkansas,7.6,NA,NA,NA,NA
2588,2020-04-06,Arkansas,10.4,NA,NA,NA,NA
2614,2020-04-07,Arkansas,11,NA,NA,NA,NA
2641,2020-04-08,Arkansas,11.2,NA,NA,NA,NA
2694,2020-04-10,Arkansas,6,NA,NA,NA,NA
2721,2020-04-11,Arkansas,8.5,NA,NA,NA,NA
2748,2020-04-12,Arkansas,4.5,NA,NA,NA,NA
2775,2020-04-13,Arkansas,4,NA,NA,NA,NA
2802,2020-04-14,Arkansas,5.5,NA,NA,NA,NA
2829,2020-04-15,Arkansas,7.3,NA,NA,NA,NA
2856,2020-04-16,Arkansas,8,NA,NA,NA,NA
2882,2020-04-17,Arkansas,9.2,NA,NA,NA,NA
2908,2020-04-18,Arkansas,5.2,NA,NA,NA,NA
2961,2020-04-20,Arkansas,7.5,NA,NA,NA,NA
2988,2020-04-21,Arkansas,6.7,NA,NA,NA,NA
3040,2020-04-23,Arkansas,4.2,NA,NA,NA,NA
3067,2020-04-24,Arkansas,5.6,NA,NA,NA,NA
3093,2020-04-25,Arkansas,4.9,NA,NA,NA,NA
3119,2020-04-26,Arkansas,6.9,NA,NA,NA,NA
3146,2020-04-27,Arkansas,7,NA,NA,NA,NA
3173,2020-04-28,Arkansas,7.6,NA,NA,NA,NA
3200,2020-04-29,Arkansas,3.5,NA,NA,NA,NA
3227,2020-04-30,Arkansas,6.3,NA,NA,NA,NA
3254,2020-05-01,Arkansas,9.7,NA,NA,NA,NA
3281,2020-05-02,Arkansas,8.6,NA,NA,NA,NA
3307,2020-05-03,Arkansas,10.5,NA,NA,NA,NA
3356,2020-05-05,Arkansas,4,NA,NA,NA,NA
3383,2020-05-06,Arkansas,6.5,NA,NA,NA,NA
3410,2020-05-07,Arkansas,6,NA,NA,NA,NA
3437,2020-05-08,Arkansas,5.7,NA,NA,NA,NA
3464,2020-05-09,Arkansas,5.3,NA,NA,NA,NA
3490,2020-05-10,Arkansas,8,NA,NA,NA,NA
3517,2020-05-11,Arkansas,5,NA,NA,NA,NA
3544,2020-05-12,Arkansas,6,NA,NA,NA,NA
3622,2020-05-15,Arkansas,4.5,NA,NA,NA,NA
3648,2020-05-16,Arkansas,6.5,NA,NA,NA,NA
3673,2020-05-17,Arkansas,4.2,NA,NA,NA,NA
3698,2020-05-18,Arkansas,4.3,NA,NA,NA,NA
3722,2020-05-19,Arkansas,4.6,NA,NA,NA,NA
3748,2020-05-20,Arkansas,7.2,NA,NA,NA,NA
3775,2020-05-21,Arkansas,7.9,NA,NA,NA,NA
3828,2020-05-23,Arkansas,5.9,NA,NA,NA,NA
3855,2020-05-24,Arkansas,9,NA,NA,NA,NA
3881,2020-05-25,Arkansas,6.3,NA,NA,NA,NA
3931,2020-05-27,Arkansas,5.1,NA,NA,NA,NA
3957,2020-05-28,Arkansas,5,NA,NA,NA,NA
3981,2020-05-29,Arkansas,4.7,NA,NA,NA,NA
4031,2020-05-31,Arkansas,6.6,NA,NA,NA,NA
4057,2020-06-01,Arkansas,8.1,NA,NA,NA,NA
4083,2020-06-02,Arkansas,11.8,NA,NA,NA,NA
4110,2020-06-03,Arkansas,14.7,NA,NA,NA,NA
4163,2020-06-05,Arkansas,12.4,NA,NA,NA,NA
4190,2020-06-06,Arkansas,9.3,NA,NA,NA,NA
4216,2020-06-07,Arkansas,18.1,NA,NA,NA,NA
4268,2020-06-09,Arkansas,9.4,NA,NA,NA,NA
4294,2020-06-10,Arkansas,4.7,NA,NA,NA,NA
4321,2020-06-11,Arkansas,4.6,NA,NA,NA,NA
4348,2020-06-12,Arkansas,4.9,NA,NA,NA,NA
4375,2020-06-13,Arkansas,6.6,NA,NA,NA,NA
4402,2020-06-14,Arkansas,7.5,NA,NA,NA,NA
4429,2020-06-15,Arkansas,10.5,NA,NA,NA,NA
4455,2020-06-16,Arkansas,8.2,NA,NA,NA,NA
4507,2020-06-18,Arkansas,11.4,NA,NA,NA,NA
4534,2020-06-19,Arkansas,12.6,NA,NA,NA,NA
4561,2020-06-20,Arkansas,10.2,NA,NA,NA,NA
4588,2020-06-21,Arkansas,5.2,NA,NA,NA,NA
4615,2020-06-22,Arkansas,3.6,NA,NA,NA,NA
4642,2020-06-23,Arkansas,5.5,NA,NA,NA,NA
4669,2020-06-24,Arkansas,5,NA,NA,NA,NA
4696,2020-06-25,Arkansas,8.3,NA,NA,NA,NA
4722,2020-06-26,Arkansas,18.3,NA,NA,NA,NA
4749,2020-06-27,Arkansas,38.4,NA,NA,NA,NA
4776,2020-06-28,Arkansas,14.6,NA,NA,NA,NA
4803,2020-06-29,Arkansas,8.6,NA,NA,NA,NA
4830,2020-06-30,Arkansas,18.3,NA,NA,NA,NA
4857,2020-07-01,Arkansas,14.7,NA,NA,NA,NA
4884,2020-07-02,Arkansas,11.6,NA,NA,NA,NA
4911,2020-07-03,Arkansas,6.6,NA,NA,NA,NA
4938,2020-07-04,Arkansas,9.5,NA,NA,NA,NA
4965,2020-07-05,Arkansas,11.6,NA,NA,NA,NA
5,2020-01-01,California,42.3,0.1,6,4,0
32,2020-01-02,California,35.9,0.1,14,7,0
59,2020-01-03,California,29.6,0.1,29,4,0
86,2020-01-04,California,15.6,0.1,13,5,0
113,2020-01-05,California,13.8,0.1,9,8,0
140,2020-01-06,California,23.7,0.1,22,4,0
167,2020-01-07,California,23.3,0.1,11,2,0
194,2020-01-08,California,18.8,0.1,16,9,0
221,2020-01-09,California,13.2,0.1,13,12,0
248,2020-01-10,California,17,0.1,19,6,0
275,2020-01-11,California,17.2,0.1,11,7,0
302,2020-01-12,California,19.1,0.1,8,6,0
329,2020-01-13,California,21,0.1,19,7,0
356,2020-01-14,California,15.8,0.1,15,13,0
383,2020-01-15,California,14.1,0.1,19,10,0
410,2020-01-16,California,10.8,0.1,18,52,0
437,2020-01-17,California,9.9,0.1,13,6,1
464,2020-01-18,California,17.8,0.1,22,10,0
491,2020-01-19,California,26.2,0.1,16,6,0
518,2020-01-20,California,24.3,0.1,24,7,0
545,2020-01-21,California,26.2,0.1,14,7,0
572,2020-01-22,California,21.3,0.2,12,6,0
599,2020-01-23,California,14.8,0.2,14,11,0
626,2020-01-24,California,28,0.1,14,5,0
653,2020-01-25,California,36.2,0.1,14,10,0
680,2020-01-26,California,19.3,0.1,7,10,0
707,2020-01-27,California,12.6,0.1,15,6,0
734,2020-01-28,California,12.9,0.1,14,6,0
761,2020-01-29,California,11.1,0.1,19,60,0
788,2020-01-30,California,19.5,0.1,17,9,0
815,2020-01-31,California,26.2,0.1,18,8,0
842,2020-02-01,California,31,0.1,13,8,0
869,2020-02-02,California,15.1,0.1,9,253,0
896,2020-02-03,California,6.2,0.1,18,128,0
923,2020-02-04,California,20.3,0.1,22,17,0
950,2020-02-05,California,24.7,0.1,26,22,1
977,2020-02-06,California,24.8,0.1,19,5,0
1004,2020-02-07,California,26.3,0.1,19,7,1
1031,2020-02-08,California,25.3,0.1,13,7,0
1058,2020-02-09,California,12.2,0.1,5,69,1
1085,2020-02-10,California,22.7,0.1,18,88,1
1112,2020-02-11,California,16.6,0.1,14,20,1
1139,2020-02-12,California,14.2,0.1,18,7,0
1166,2020-02-13,California,14.7,0.2,15,8,1
1193,2020-02-14,California,16.7,0.2,17,10,0
1220,2020-02-15,California,20.7,0.1,9,11,1
1247,2020-02-16,California,14.1,0.1,7,13,1
1274,2020-02-17,California,12.3,0.2,12,14,1
1301,2020-02-18,California,19.2,0.2,18,21,1
1328,2020-02-19,California,17.9,0.1,14,18,1
1355,2020-02-20,California,15.3,0.1,17,13,2
1382,2020-02-21,California,20.5,0.1,13,13,1
1409,2020-02-22,California,9.7,0.1,7,7,0
1436,2020-02-23,California,12.1,0.2,6,7,0
1463,2020-02-24,California,13.8,0.2,19,4,1
1490,2020-02-25,California,17.5,0.1,12,7,0
1517,2020-02-26,California,10.5,0.1,19,7,0
1544,2020-02-27,California,13.5,0.1,31,8,0
1571,2020-02-28,California,13.2,0.1,16,7,0
1598,2020-02-29,California,10.5,0.1,11,6,0
1625,2020-03-01,California,8.1,0.1,4,13,0
1652,2020-03-02,California,13.7,0.1,15,115,0
1679,2020-03-03,California,13.7,0.1,11,7,1
1706,2020-03-04,California,12.9,0.2,17,6,0
1733,2020-03-05,California,12.5,0.2,9,6,0
1760,2020-03-06,California,12,0.1,14,8,0
1787,2020-03-07,California,4.1,0.1,5,15,0
1814,2020-03-08,California,5,0.1,4,7,0
1840,2020-03-09,California,5.1,0.1,9,6,0
1866,2020-03-10,California,8.2,0.1,3,6,0
1893,2020-03-11,California,6.5,0.1,10,3,0
1920,2020-03-12,California,10.1,0.1,12,4,0
1947,2020-03-13,California,7.3,0.1,8,6,0
1974,2020-03-14,California,4.5,0.1,4,12,0
2001,2020-03-15,California,2.9,0.1,4,9,0
2028,2020-03-16,California,1,0.1,7,5,0
2055,2020-03-17,California,2.4,0.1,7,3,1
2082,2020-03-18,California,3,0.1,8,3,0
2109,2020-03-19,California,5.4,0.1,8,5,0
2136,2020-03-20,California,4,0.1,7,4,0
2163,2020-03-21,California,4.3,0.1,7,5,0
2190,2020-03-22,California,5.3,0.1,4,4,0
2217,2020-03-23,California,2.1,0.1,18,4,0
2244,2020-03-24,California,3.3,0.2,10,4,0
2271,2020-03-25,California,1,0.1,10,13,0
2298,2020-03-26,California,2.3,0.1,10,5,0
2325,2020-03-27,California,5,0.2,9,6,0
2352,2020-03-28,California,7.8,0.2,6,6,0
2379,2020-03-29,California,5.7,0.2,2,7,0
2406,2020-03-30,California,6,0.2,7,6,0
2433,2020-03-31,California,4.2,0.2,9,6,2
2459,2020-04-01,California,2.9,0.1,10,NA,0
2485,2020-04-02,California,4.6,NA,10,NA,0
2511,2020-04-03,California,5.1,NA,8,NA,0
2537,2020-04-04,California,4.2,NA,5,NA,0
2563,2020-04-05,California,2.3,NA,3,NA,0
2589,2020-04-06,California,2.4,NA,5,NA,0
2615,2020-04-07,California,3.2,NA,7,NA,0
2642,2020-04-08,California,4.4,NA,10,NA,0
2668,2020-04-09,California,1.4,NA,4,NA,0
2695,2020-04-10,California,6.1,NA,10,NA,0
2722,2020-04-11,California,11.3,NA,5,NA,0
2749,2020-04-12,California,11.2,NA,3,NA,0
2776,2020-04-13,California,7.6,NA,9,NA,0
2803,2020-04-14,California,9.5,NA,5,NA,0
2830,2020-04-15,California,NA,NA,8,NA,1
2857,2020-04-16,California,9.2,NA,9,NA,0
2883,2020-04-17,California,6.1,NA,7,NA,0
2909,2020-04-18,California,5.6,NA,4,NA,0
2935,2020-04-19,California,7.5,NA,5,NA,0
2962,2020-04-20,California,6,NA,6,NA,0
2989,2020-04-21,California,6.6,NA,6,NA,0
3014,2020-04-22,California,10.4,NA,10,NA,1
3041,2020-04-23,California,4.3,NA,12,NA,1
3068,2020-04-24,California,8.9,NA,11,NA,1
3094,2020-04-25,California,17.3,NA,9,NA,1
3120,2020-04-26,California,5.5,NA,7,NA,0
3147,2020-04-27,California,5,NA,10,NA,1
3174,2020-04-28,California,10.4,NA,9,NA,1
3201,2020-04-29,California,8.9,NA,6,NA,0
3228,2020-04-30,California,2.8,NA,8,NA,1
3255,2020-05-01,California,4.5,NA,NA,NA,NA
3282,2020-05-02,California,4,NA,NA,NA,NA
3308,2020-05-03,California,3.8,NA,NA,NA,NA
3332,2020-05-04,California,4.1,NA,NA,NA,NA
3357,2020-05-05,California,5.7,NA,NA,NA,NA
3384,2020-05-06,California,5.1,NA,NA,NA,NA
3411,2020-05-07,California,8.8,NA,NA,NA,NA
3438,2020-05-08,California,14.2,NA,NA,NA,NA
3465,2020-05-09,California,15.1,NA,NA,NA,NA
3491,2020-05-10,California,7.6,NA,NA,NA,NA
3518,2020-05-11,California,4.9,NA,NA,NA,NA
3545,2020-05-12,California,4.5,NA,NA,NA,NA
3571,2020-05-13,California,3.2,NA,NA,NA,NA
3597,2020-05-14,California,3.7,NA,NA,NA,NA
3623,2020-05-15,California,4.3,NA,NA,NA,NA
3649,2020-05-16,California,6.4,NA,NA,NA,NA
3674,2020-05-17,California,2.9,NA,NA,NA,NA
3699,2020-05-18,California,1.9,NA,NA,NA,NA
3723,2020-05-19,California,2.7,NA,NA,NA,NA
3749,2020-05-20,California,5,NA,NA,NA,NA
3776,2020-05-21,California,6,NA,NA,NA,NA
3802,2020-05-22,California,5,NA,NA,NA,NA
3829,2020-05-23,California,5.2,NA,NA,NA,NA
3856,2020-05-24,California,5.6,NA,NA,NA,NA
3882,2020-05-25,California,9.6,NA,NA,NA,NA
3907,2020-05-26,California,11.3,NA,NA,NA,NA
3932,2020-05-27,California,10.3,NA,NA,NA,NA
3958,2020-05-28,California,8.5,NA,NA,NA,NA
3982,2020-05-29,California,7.3,NA,NA,NA,NA
4006,2020-05-30,California,3.7,NA,NA,NA,NA
4032,2020-05-31,California,5.1,NA,NA,NA,NA
4058,2020-06-01,California,7.4,NA,NA,NA,NA
4084,2020-06-02,California,8.9,NA,NA,NA,NA
4111,2020-06-03,California,12.5,NA,NA,NA,NA
4137,2020-06-04,California,10.3,NA,NA,NA,NA
4164,2020-06-05,California,8.6,NA,NA,NA,NA
4191,2020-06-06,California,4.5,NA,NA,NA,NA
4217,2020-06-07,California,2.8,NA,NA,NA,NA
4243,2020-06-08,California,3.2,NA,NA,NA,NA
4269,2020-06-09,California,4.2,NA,NA,NA,NA
4295,2020-06-10,California,8.7,NA,NA,NA,NA
4322,2020-06-11,California,9.9,NA,NA,NA,NA
4349,2020-06-12,California,3.3,NA,NA,NA,NA
4376,2020-06-13,California,2.5,NA,NA,NA,NA
4403,2020-06-14,California,3.4,NA,NA,NA,NA
4430,2020-06-15,California,3.6,NA,NA,NA,NA
4456,2020-06-16,California,3.5,NA,NA,NA,NA
4481,2020-06-17,California,6.5,NA,NA,NA,NA
4508,2020-06-18,California,6.2,NA,NA,NA,NA
4535,2020-06-19,California,7.9,NA,NA,NA,NA
4562,2020-06-20,California,7.8,NA,NA,NA,NA
4589,2020-06-21,California,6.1,NA,NA,NA,NA
4616,2020-06-22,California,5.7,NA,NA,NA,NA
4643,2020-06-23,California,9.3,NA,NA,NA,NA
4670,2020-06-24,California,11.3,NA,NA,NA,NA
4697,2020-06-25,California,13,NA,NA,NA,NA
4723,2020-06-26,California,12,NA,NA,NA,NA
4750,2020-06-27,California,10.6,NA,NA,NA,NA
4777,2020-06-28,California,10.4,NA,NA,NA,NA
4804,2020-06-29,California,8.5,NA,NA,NA,NA
4831,2020-06-30,California,6.6,NA,NA,NA,NA
4858,2020-07-01,California,7.3,NA,NA,NA,NA
4885,2020-07-02,California,8,NA,NA,NA,NA
4912,2020-07-03,California,7.9,NA,NA,NA,NA
4939,2020-07-04,California,19.4,NA,NA,NA,NA
4966,2020-07-05,California,10.8,NA,NA,NA,NA
6,2020-01-01,Colorado,4.8,0.5,43.5,12,3.7
33,2020-01-02,Colorado,2.6,0.5,37.4,23,3.5
60,2020-01-03,Colorado,2.7,0.4,42,22,3
87,2020-01-04,Colorado,3.1,0.4,46.5,16,3
114,2020-01-05,Colorado,2,0.3,39.8,13,0.7
141,2020-01-06,Colorado,2.4,0.3,39,17,1.2
168,2020-01-07,Colorado,4,0.4,47.6,31,3.1
195,2020-01-08,Colorado,4.1,0.5,44.8,41,4.5
222,2020-01-09,Colorado,2.5,0.2,28.5,22,1.4
249,2020-01-10,Colorado,4.2,0.3,34.8,13,1.3
276,2020-01-11,Colorado,1.8,0.5,41.8,23,2.4
303,2020-01-12,Colorado,3,0.4,39.6,15,2.1
330,2020-01-13,Colorado,6,0.5,54.8,34,3
