"","date","state","PM2.5","CO","NO2","PM10","SO2","AQ_PM2.5","AQ_CO","AQ_NO2","AQ_PM10","AQ_SO2"
"286",2020-04-12,"alaska",6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"287",2020-04-13,"alaska",1.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"288",2020-04-14,"alaska",4.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"289",2020-04-15,"alaska",1.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"290",2020-04-16,"alaska",2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"291",2020-04-17,"alaska",2.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"292",2020-04-18,"alaska",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"293",2020-04-19,"alaska",7.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"294",2020-04-20,"alaska",4.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"295",2020-04-21,"alaska",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"296",2020-04-22,"alaska",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"297",2020-04-23,"alaska",1.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"298",2020-04-24,"alaska",1.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"299",2020-04-25,"alaska",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"300",2020-04-26,"alaska",4.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"301",2020-04-27,"alaska",6.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"302",2020-04-28,"alaska",5.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"303",2020-04-29,"alaska",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"304",2020-04-30,"alaska",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"305",2020-05-01,"alaska",3.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"306",2020-05-02,"alaska",7.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"307",2020-05-03,"alaska",4.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"308",2020-05-04,"alaska",3.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"309",2020-05-05,"alaska",1.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"310",2020-05-06,"alaska",0.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"311",2020-05-07,"alaska",4.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"312",2020-05-08,"alaska",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"313",2020-05-09,"alaska",1.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"314",2020-05-11,"alaska",3.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"315",2020-05-12,"alaska",1.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"316",2020-05-13,"alaska",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"317",2020-05-14,"alaska",2.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"318",2020-05-15,"alaska",2.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"319",2020-05-16,"alaska",4.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"320",2020-05-17,"alaska",3.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"321",2020-05-18,"alaska",3.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"322",2020-05-21,"alaska",1.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"323",2020-05-22,"alaska",0.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"324",2020-05-23,"alaska",0.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"325",2020-05-24,"alaska",-0.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"326",2020-05-25,"alaska",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"327",2020-05-27,"alaska",1.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"328",2020-05-28,"alaska",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"329",2020-05-29,"alaska",2.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"330",2020-05-30,"alaska",3.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"331",2020-05-31,"alaska",3.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"332",2020-06-01,"alaska",0.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"333",2020-06-02,"alaska",-0.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"334",2020-06-03,"alaska",0.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"335",2020-06-04,"alaska",2.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"336",2020-06-05,"alaska",2.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"337",2020-06-06,"alaska",4.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"338",2020-06-07,"alaska",3.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"339",2020-06-08,"alaska",2.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"340",2020-06-11,"alaska",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"341",2020-06-12,"alaska",3.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"342",2020-06-13,"alaska",2.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"343",2020-06-14,"alaska",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"344",2020-06-15,"alaska",1.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"345",2020-06-16,"alaska",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"346",2020-06-17,"alaska",0.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"347",2020-06-18,"alaska",-0.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"348",2020-06-19,"alaska",1.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"349",2020-06-20,"alaska",2.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"350",2020-06-21,"alaska",1.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"351",2020-06-22,"alaska",0.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"352",2020-06-23,"alaska",0.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"353",2020-06-24,"alaska",-0.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"354",2020-06-25,"alaska",0.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"355",2020-06-26,"alaska",0.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"356",2020-06-27,"alaska",2.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"357",2020-06-28,"alaska",1.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"358",2020-06-29,"alaska",2.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"359",2020-06-30,"alaska",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"360",2020-07-01,"alaska",3.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"361",2020-07-02,"alaska",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"362",2020-07-03,"alaska",7.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"363",2020-07-04,"alaska",7.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"364",2020-07-05,"alaska",7.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"365",2020-01-01,"arizona",11.3,0.6,31,11,41.1,"Good","Good","Good","Good","Moderate"
"366",2020-01-02,"arizona",4.7,0.9,36,4,21.5,"Good","Good","Good","Good","Good"
"367",2020-01-03,"arizona",6.5,0.8,37,6,67.3,"Good","Good","Good","Good","Moderate"
"368",2020-01-04,"arizona",9.8,0.9,41,10,1.3,"Good","Good","Good","Good","Good"
"369",2020-01-05,"arizona",6.5,1.1,34,13,3.3,"Good","Good","Good","Good","Good"
"370",2020-01-06,"arizona",6.3,0.8,41,8,31.1,"Good","Good","Good","Good","Good"
"371",2020-01-07,"arizona",4,0.5,44,10,8.9,"Good","Good","Good","Good","Good"
"372",2020-01-08,"arizona",4.9,0.9,35,12,0.9,"Good","Good","Good","Good","Good"
"373",2020-01-09,"arizona",5.2,0.9,30,5,1.3,"Good","Good","Good","Good","Good"
"374",2020-01-10,"arizona",3.2,0.7,37,7,6,"Good","Good","Good","Good","Good"
"375",2020-01-11,"arizona",5.2,0.8,38,6,56.2,"Good","Good","Good","Good","Moderate"
"376",2020-01-12,"arizona",7.7,0.8,41,9,22.1,"Good","Good","Good","Good","Good"
"377",2020-01-13,"arizona",9.3,0.8,48,9,1.7,"Good","Good","Good","Good","Good"
"378",2020-01-14,"arizona",6.1,0.7,47,4,1.4,"Good","Good","Good","Good","Good"
"379",2020-01-15,"arizona",10.4,1,46,18,50.4,"Good","Good","Good","Good","Moderate"
"380",2020-01-16,"arizona",12.6,1,40,3,24.3,"Moderate","Good","Good","Good","Good"
"381",2020-01-17,"arizona",4.9,0.7,38,5,5.8,"Good","Good","Good","Good","Good"
"382",2020-01-18,"arizona",7.4,0.7,42,9,10.4,"Good","Good","Good","Good","Good"
"383",2020-01-19,"arizona",8.1,0.7,41,8,1.1,"Good","Good","Good","Good","Good"
"384",2020-01-20,"arizona",6.7,0.6,39,18,0.9,"Good","Good","Good","Good","Good"
"385",2020-01-21,"arizona",4.1,0.6,30,3,1.6,"Good","Good","Good","Good","Good"
"386",2020-01-22,"arizona",3.6,0.7,35,5,5.8,"Good","Good","Good","Good","Good"
"387",2020-01-23,"arizona",8.7,0.8,38,7,69.7,"Good","Good","Good","Good","Moderate"
"388",2020-01-24,"arizona",8.2,0.9,43,9,11.2,"Good","Good","Good","Good","Good"
"389",2020-01-25,"arizona",8.2,1.1,38,11,69.6,"Good","Good","Good","Good","Moderate"
"390",2020-01-26,"arizona",10.3,0.8,45,15,34.1,"Good","Good","Good","Good","Good"
"391",2020-01-27,"arizona",3.7,0.9,35,9,5.8,"Good","Good","Good","Good","Good"
"392",2020-01-28,"arizona",5.1,0.6,43,11,3.1,"Good","Good","Good","Good","Good"
"393",2020-01-29,"arizona",5.1,0.6,44,10,20.9,"Good","Good","Good","Good","Good"
"394",2020-01-30,"arizona",3.2,0.5,43,6,17.5,"Good","Good","Good","Good","Good"
"395",2020-01-31,"arizona",5.6,0.7,43,8,13.9,"Good","Good","Good","Good","Good"
"396",2020-02-01,"arizona",4.9,0.8,46,10,23.2,"Good","Good","Good","Good","Good"
"397",2020-02-02,"arizona",4.9,0.5,41,5,3,"Good","Good","Good","Good","Good"
"398",2020-02-03,"arizona",6.1,0.4,42,11,1,"Good","Good","Good","Good","Good"
"399",2020-02-04,"arizona",2.6,0.4,40,8,5.7,"Good","Good","Good","Good","Good"
"400",2020-02-05,"arizona",4,0.5,41,9,16.2,"Good","Good","Good","Good","Good"
"401",2020-02-06,"arizona",8.6,0.4,41,12,8.2,"Good","Good","Good","Good","Good"
"402",2020-02-07,"arizona",7.9,0.5,48,15,6.4,"Good","Good","Good","Good","Good"
"403",2020-02-08,"arizona",11.1,0.8,52,5,39.7,"Good","Good","Good","Good","Moderate"
"404",2020-02-09,"arizona",5.4,0.8,32,6,8.6,"Good","Good","Good","Good","Good"
"405",2020-02-10,"arizona",5.3,0.4,38,7,2,"Good","Good","Good","Good","Good"
"406",2020-02-11,"arizona",3.5,0.4,29,3,1.9,"Good","Good","Good","Good","Good"
"407",2020-02-12,"arizona",3.4,0.4,36,11,4.8,"Good","Good","Good","Good","Good"
"408",2020-02-13,"arizona",6.2,0.5,45,13,18.7,"Good","Good","Good","Good","Good"
"409",2020-02-14,"arizona",9.5,0.5,40,16,1.1,"Good","Good","Good","Good","Good"
"410",2020-02-15,"arizona",5.5,0.5,44,19,18,"Good","Good","Good","Good","Good"
"411",2020-02-16,"arizona",10.6,0.6,47,16,18.2,"Good","Good","Good","Good","Good"
"412",2020-02-17,"arizona",12.2,0.5,49,17,33.5,"Moderate","Good","Good","Good","Good"
"413",2020-02-18,"arizona",17.4,0.6,56,11,19.7,"Moderate","Good","Moderate","Good","Good"
"414",2020-02-19,"arizona",13.4,0.6,47,18,38,"Moderate","Good","Good","Good","Moderate"
"415",2020-02-20,"arizona",15.5,0.5,54,12,31.9,"Moderate","Good","Moderate","Good","Good"
"416",2020-02-21,"arizona",15.1,0.4,41,15,1,"Moderate","Good","Good","Good","Good"
"417",2020-02-22,"arizona",3.4,0.4,19,4,0.9,"Good","Good","Good","Good","Good"
"418",2020-02-23,"arizona",3.3,0.4,32,5,0.9,"Good","Good","Good","Good","Good"
"419",2020-02-24,"arizona",4.2,0.5,31,10,12.6,"Good","Good","Good","Good","Good"
"420",2020-02-25,"arizona",4.2,0.5,33,12,14.7,"Good","Good","Good","Good","Good"
"421",2020-02-26,"arizona",3.6,0.4,45,10,1,"Good","Good","Good","Good","Good"
"422",2020-02-27,"arizona",4.7,0.5,49,7,9.2,"Good","Good","Good","Good","Good"
"423",2020-02-28,"arizona",6.2,0.5,58,16,8.7,"Good","Good","Moderate","Good","Good"
"424",2020-02-29,"arizona",4.2,0.5,35,13,7.7,"Good","Good","Good","Good","Good"
"425",2020-03-01,"arizona",5.8,0.5,35,6,1,"Good","Good","Good","Good","Good"
"426",2020-03-02,"arizona",3.9,0.5,31,10,18.7,"Good","Good","Good","Good","Good"
"427",2020-03-03,"arizona",1.2,0.5,30,7,4.7,"Good","Good","Good","Good","Good"
"428",2020-03-04,"arizona",4.2,0.5,39,14,30.5,"Good","Good","Good","Good","Good"
"429",2020-03-05,"arizona",7.3,0.5,45,14,23.3,"Good","Good","Good","Good","Good"
"430",2020-03-06,"arizona",7.7,0.5,44,9,1,"Good","Good","Good","Good","Good"
"431",2020-03-07,"arizona",7.7,0.5,38,13,1,"Good","Good","Good","Good","Good"
"432",2020-03-08,"arizona",7.4,0.4,31,7,1.3,"Good","Good","Good","Good","Good"
"433",2020-03-09,"arizona",5.6,0.5,35,6,0.9,"Good","Good","Good","Good","Good"
"434",2020-03-10,"arizona",7.4,0.5,32,6,12.8,"Good","Good","Good","Good","Good"
"435",2020-03-11,"arizona",1.7,0.5,22,3,1.7,"Good","Good","Good","Good","Good"
"436",2020-03-12,"arizona",2,0.6,24,3,1,"Good","Good","Good","Good","Good"
"437",2020-03-13,"arizona",2.1,0.4,26,3,1,"Good","Good","Good","Good","Good"
"438",2020-03-14,"arizona",3.1,0.4,32,7,14.6,"Good","Good","Good","Good","Good"
"439",2020-03-15,"arizona",3.4,0.5,29,8,22.5,"Good","Good","Good","Good","Good"
"440",2020-03-16,"arizona",3,0.4,28,8,97.4,"Good","Good","Good","Good","Unhealthy for Sensitive Groups"
"441",2020-03-17,"arizona",3.4,0.5,32,6,1.1,"Good","Good","Good","Good","Good"
"442",2020-03-18,"arizona",2.4,0.4,32,4,9.4,"Good","Good","Good","Good","Good"
"443",2020-03-19,"arizona",2.4,0.4,39,7,1.5,"Good","Good","Good","Good","Good"
"444",2020-03-20,"arizona",4.9,0.4,41,11,16.6,"Good","Good","Good","Good","Good"
"445",2020-03-21,"arizona",4.3,0.5,28,14,17.2,"Good","Good","Good","Good","Good"
"446",2020-03-22,"arizona",6,0.4,37,11,30.3,"Good","Good","Good","Good","Good"
"447",2020-03-23,"arizona",1.8,0.4,38,8,6.9,"Good","Good","Good","Good","Good"
"448",2020-03-24,"arizona",3.8,0.4,38,8,22.5,"Good","Good","Good","Good","Good"
"449",2020-03-25,"arizona",4.3,0.4,41,5,2.1,"Good","Good","Good","Good","Good"
"450",2020-03-26,"arizona",2,0.4,27,6,0.9,"Good","Good","Good","Good","Good"
"451",2020-03-27,"arizona",3.3,0.4,28,10,1,"Good","Good","Good","Good","Good"
"452",2020-03-28,"arizona",11,0.5,42,14,18.6,"Good","Good","Good","Good","Good"
"453",2020-03-29,"arizona",6.7,0.4,34,11,25.3,"Good","Good","Good","Good","Good"
"454",2020-03-30,"arizona",4.2,0.4,40,12,33.5,"Good","Good","Good","Good","Good"
"455",2020-03-31,"arizona",9.4,0.5,41,9,63.6,"Good","Good","Good","Good","Moderate"
"456",2020-04-01,"arizona",6.4,0.5,NA,NA,NA,"Good","Good",NA,NA,NA
"457",2020-04-02,"arizona",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"458",2020-04-03,"arizona",9.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"459",2020-04-04,"arizona",8.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"460",2020-04-05,"arizona",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"461",2020-04-06,"arizona",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"462",2020-04-07,"arizona",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"463",2020-04-08,"arizona",8.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"464",2020-04-09,"arizona",12.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"465",2020-04-10,"arizona",7.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"466",2020-04-11,"arizona",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"467",2020-04-12,"arizona",2.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"468",2020-04-13,"arizona",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"469",2020-04-14,"arizona",4.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"470",2020-04-15,"arizona",7.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"471",2020-04-16,"arizona",11.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"472",2020-04-17,"arizona",9.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"473",2020-04-18,"arizona",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"474",2020-04-19,"arizona",10.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"475",2020-04-20,"arizona",10.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"476",2020-04-21,"arizona",14.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"477",2020-04-22,"arizona",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"478",2020-04-23,"arizona",11.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"479",2020-04-24,"arizona",30,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"480",2020-04-25,"arizona",11.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"481",2020-04-26,"arizona",28.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"482",2020-04-27,"arizona",14.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"483",2020-04-28,"arizona",20.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"484",2020-04-29,"arizona",22.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"485",2020-04-30,"arizona",14.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"486",2020-05-01,"arizona",9.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"487",2020-05-02,"arizona",12.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"488",2020-05-03,"arizona",13.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"489",2020-05-04,"arizona",16.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"490",2020-05-05,"arizona",17.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"491",2020-05-06,"arizona",37.4,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"492",2020-05-07,"arizona",22.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"493",2020-05-08,"arizona",20.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"494",2020-05-09,"arizona",13.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"495",2020-05-10,"arizona",13.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"496",2020-05-11,"arizona",9.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"497",2020-05-12,"arizona",4.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"498",2020-05-13,"arizona",9.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"499",2020-05-14,"arizona",14.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"500",2020-05-15,"arizona",13.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"501",2020-05-16,"arizona",14.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"502",2020-05-17,"arizona",16.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"503",2020-05-18,"arizona",14,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"504",2020-05-19,"arizona",7.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"505",2020-05-20,"arizona",10,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"506",2020-05-21,"arizona",18.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"507",2020-05-22,"arizona",11.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"508",2020-05-23,"arizona",7.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"509",2020-05-24,"arizona",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"510",2020-05-26,"arizona",21.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"511",2020-05-27,"arizona",11.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"512",2020-05-28,"arizona",10.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"513",2020-05-29,"arizona",20.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"514",2020-05-30,"arizona",27.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"515",2020-05-31,"arizona",13.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"516",2020-06-01,"arizona",17.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"517",2020-06-02,"arizona",12,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"518",2020-06-03,"arizona",19.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"519",2020-06-04,"arizona",12.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"520",2020-06-05,"arizona",15.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"521",2020-06-06,"arizona",10.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"522",2020-06-07,"arizona",12.8,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"523",2020-06-08,"arizona",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"524",2020-06-09,"arizona",9.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"525",2020-06-10,"arizona",28.8,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"526",2020-06-11,"arizona",13.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"527",2020-06-12,"arizona",25.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"528",2020-06-13,"arizona",20.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"529",2020-06-14,"arizona",24.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"530",2020-06-15,"arizona",26.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"531",2020-06-16,"arizona",12.8,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"532",2020-06-17,"arizona",11.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"533",2020-06-18,"arizona",15.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"534",2020-06-19,"arizona",13.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"535",2020-06-20,"arizona",19.4,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"536",2020-06-21,"arizona",15,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"537",2020-06-22,"arizona",14.9,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"538",2020-06-23,"arizona",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"539",2020-06-24,"arizona",21.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"540",2020-06-25,"arizona",21.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"541",2020-06-26,"arizona",41,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"542",2020-06-27,"arizona",28.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"543",2020-06-28,"arizona",18.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"544",2020-06-29,"arizona",10.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"545",2020-06-30,"arizona",13.2,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"546",2020-07-01,"arizona",17.7,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"547",2020-07-02,"arizona",48,NA,NA,NA,NA,"Unhealthy for Sensitive Groups",NA,NA,NA,NA
"548",2020-07-03,"arizona",14.6,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"549",2020-07-04,"arizona",11,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"550",2020-07-05,"arizona",13.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"551",2020-01-01,"arkansas",13.7,0.8,23.1,16,1.4,"Moderate","Good","Good","Good","Good"
"552",2020-01-02,"arkansas",17.6,0.5,27.8,NA,0.9,"Moderate","Good","Good",NA,"Good"
"553",2020-01-03,"arkansas",5.5,0.5,12.8,NA,0.6,"Good","Good","Good",NA,"Good"
"554",2020-01-04,"arkansas",3.1,0.6,25.4,5,0.8,"Good","Good","Good","Good","Good"
"555",2020-01-05,"arkansas",8.4,0.7,27.8,NA,1.8,"Good","Good","Good",NA,"Good"
"556",2020-01-06,"arkansas",4.8,0.6,17.1,NA,1.7,"Good","Good","Good",NA,"Good"
"557",2020-01-07,"arkansas",5.5,0.4,35.6,9,1,"Good","Good","Good","Good","Good"
"558",2020-01-08,"arkansas",9.2,0.5,28.4,NA,2.2,"Good","Good","Good",NA,"Good"
"559",2020-01-09,"arkansas",4.8,0.3,11.2,NA,2,"Good","Good","Good",NA,"Good"
"560",2020-01-10,"arkansas",6.9,0.3,15.1,14,0.7,"Good","Good","Good","Good","Good"
"561",2020-01-11,"arkansas",1.3,0.2,8.4,NA,0.6,"Good","Good","Good",NA,"Good"
"562",2020-01-12,"arkansas",3.7,0.2,15.2,NA,0.6,"Good","Good","Good",NA,"Good"
"563",2020-01-13,"arkansas",5.9,0.5,19.8,10,1.4,"Good","Good","Good","Good","Good"
"564",2020-01-14,"arkansas",7.9,0.4,16.7,NA,1.6,"Good","Good","Good",NA,"Good"
"565",2020-01-15,"arkansas",7.1,0.5,15.7,NA,4.6,"Good","Good","Good",NA,"Good"
"566",2020-01-16,"arkansas",6.1,0.4,7.8,10,1.2,"Good","Good","Good","Good","Good"
"567",2020-01-17,"arkansas",4.8,0.3,21.1,NA,1.2,"Good","Good","Good",NA,"Good"
"568",2020-01-18,"arkansas",2.8,0.3,6.7,NA,0.8,"Good","Good","Good",NA,"Good"
"569",2020-01-19,"arkansas",2.1,0.3,3.2,3,0.7,"Good","Good","Good","Good","Good"
"570",2020-01-20,"arkansas",4.8,0.3,8.9,NA,1,"Good","Good","Good",NA,"Good"
"571",2020-01-21,"arkansas",8.5,0.3,11.6,NA,1.2,"Good","Good","Good",NA,"Good"
"572",2020-01-22,"arkansas",11.6,0.3,26.1,16,0.9,"Good","Good","Good","Good","Good"
"573",2020-01-23,"arkansas",6.8,0.3,20.7,NA,1.1,"Good","Good","Good",NA,"Good"
"574",2020-01-24,"arkansas",4.6,0.3,10.3,NA,0.6,"Good","Good","Good",NA,"Good"
